amazon revenue,author revenue,average rating,genre,gross sales,name,publisher revenue,sale price,sales rank,sold by,total reviews,type,units sold
95.68,95.68,4.53,genre fiction,478.4,Feiwel & Friends,287.04,2.99,565,Macmillan,835,big five,160
287.68,287.68,3.58,fiction,1438.4,Riverhead,863.04,8.99,565,Penguin Group (USA) LLC,922,big five,160
319.68,319.68,4.02,genre fiction,1598.4,Knopf,959.04,9.99,568,Random House LLC,603,big five,160
126.882,126.882,4,genre fiction,634.41,"Little, Brown and Company",380.646,3.99,572,Hachette Book Group,647,big five,159
62.884,62.884,4.59,genre fiction,314.42,Pocket Books,188.652,1.99,574,Simon and Schuster Digital Sales Inc,107,big five,158
284.084,284.084,4.06,fiction,1420.42,Harper,852.252,8.99,577,HarperCollins Publishers,541,big five,158
155.688,155.688,4.31,nonfiction,778.44,Three Rivers Press,467.064,4.99,585,Random House LLC,1323,big five,156
133.848,133.848,4.31,nonfiction,669.24,Zondervan,401.544,4.29,586,HarperCollins Publishing,1188,big five,156
421.29,421.29,4.27,genre fiction,2106.45,William Morrow,1263.87,13.59,589,HarperCollins Publishers,48,big five,155
246.092,246.092,3.9,nonfiction,1230.46,Penguin Books,738.276,7.99,591,Penguin Group (USA) LLC,399,big five,154
233.464,233.464,4.23,genre fiction,1167.32,Jove,700.392,7.58,595,Penguin Group (USA) LLC,1081,big five,154
235.314,235.314,3.99,genre fiction,1176.57,Jove,705.942,7.69,600,Penguin Group (USA) LLC,940,big five,153
323.76,323.76,1.9,genre fiction,1618.8,Putnam Adult,971.28,10.65,601,Penguin Group (USA) LLC,798,big five,152
222.224,222.224,4.13,genre fiction,1111.12,Jove,666.672,7.31,603,Penguin Group (USA) LLC,839,big five,152
182.096,182.096,3.83,genre fiction,910.48,Pocket Books,546.288,5.99,603,Simon and Schuster Digital Sales Inc,145,big five,152
225,225,3.98,genre fiction,1125,Dutton Adult,675,7.5,610,Penguin Group (USA) LLC,2162,big five,150
118.902,118.902,3.72,genre fiction,594.51,Berkley,356.706,3.99,615,Penguin Group (USA) LLC,1473,big five,149
118.902,118.902,4.31,genre fiction,594.51,Atria Books,356.706,3.99,615,Simon and Schuster Digital Sales Inc,4127,big five,149
297.702,297.702,4.3,nonfiction,1488.51,Zondervan,893.106,9.99,616,HarperCollins Publishing,259,big five,149
228.808,228.808,4.56,genre fiction,1144.04,St. Martin's Griffin,686.424,7.73,619,Macmillan,791,big five,148
399.546,399.546,0,genre fiction,1997.73,Harper Voyager,1198.638,13.59,624,HarperCollins Publishers,0,big five,147
214.914,214.914,4.33,genre fiction,1074.57,Jove,644.742,7.31,627,Penguin Group (USA) LLC,787,big five,147
135.196,135.196,4.34,genre fiction,675.98,Grand Central Publishing,405.588,4.63,628,Hachette Book Group,900,big five,146
233.308,233.308,4.48,nonfiction,1166.54,Vintage,699.924,7.99,630,Random House LLC,814,big five,146
133.11,133.11,3.46,genre fiction,665.55,Berkley,399.33,4.59,632,Penguin Group (USA) LLC,377,big five,145
198.07,198.07,4.13,genre fiction,990.35,Simon & Schuster,594.21,6.83,634,Simon and Schuster Digital Sales Inc,296,big five,145
173.71,173.71,4.26,genre fiction,868.55,Grand Central Publishing,521.13,5.99,636,Hachette Book Group,3071,big five,145
226.944,226.944,4.4,genre fiction,1134.72,"Little, Brown and Company",680.832,7.88,637,Hachette Book Group,2048,big five,144
285.714,285.714,4.17,fiction,1428.57,Plume,857.142,9.99,642,Penguin Group (USA) LLC,566,big five,143
214.5,214.5,4.37,nonfiction,1072.5,Random House,643.5,7.5,645,Random House LLC,1576,big five,143
312.116,312.116,3.73,genre fiction,1560.58,Dutton Adult,936.348,10.99,647,Penguin Group (USA) LLC,23,big five,142
193.972,193.972,4.64,genre fiction,969.86,Dell,581.916,6.83,649,Random House LLC,948,big five,142
27.918,27.918,4.38,genre fiction,139.59,Loveswept,83.754,0.99,652,Random House LLC,21,big five,141
206.142,206.142,4.48,genre fiction,1030.71,Razorbill,618.426,7.31,652,Penguin Group (USA) LLC,386,big five,141
145.176,145.176,4.33,genre fiction,725.88,Razorbill,435.528,5.26,665,Penguin Group (USA) LLC,1533,big five,138
303.324,303.324,0,genre fiction,1516.62,Putnam Adult,909.972,10.99,666,Penguin Group (USA) LLC,0,big five,138
191.544,191.544,4.11,genre fiction,957.72,Delacorte Press,574.632,6.94,668,Random House LLC,615,big five,138
218.926,218.926,4.27,genre fiction,1094.63,"Little, Brown and Company",656.778,7.99,671,Hachette Book Group,1167,big five,137
161.73,161.73,4.37,genre fiction,808.65,Bantam,485.19,5.99,681,Random House LLC,1091,big five,135
238.252,238.252,4,genre fiction,1191.26,Grand Central Publishing,714.756,8.89,684,Hachette Book Group,29,big five,134
79.534,79.534,5,fiction,397.67,Debbie Macomber Books,238.602,2.99,690,Random House LLC,2,big five,133
65.472,65.472,4.57,children,327.36,Random House/Disney,196.416,2.48,694,Random House LLC,49,big five,132
52.138,52.138,3.93,genre fiction,260.69,Gallery Books,156.414,1.99,696,Simon and Schuster Digital Sales Inc,101,big five,131
279.03,279.03,4.66,genre fiction,1395.15,"Little, Brown and Company",837.09,10.65,698,Hachette Book Group,122,big five,131
52.138,52.138,4.16,nonfiction,260.69,Harper,156.414,1.99,700,HarperCollins Publishers,230,big five,131
98.54,98.54,4.5,genre fiction,492.7,Entangled: Brazen,295.62,3.79,701,Macmillan,641,big five,130
51.74,51.74,4.24,genre fiction,258.7,Bantam,155.22,1.99,703,Random House LLC,278,big five,130
331.24,331.24,0,genre fiction,1656.2,St. Martin's Press,993.72,12.74,704,Macmillan,0,big five,130
177.152,177.152,3.86,genre fiction,885.76,Berkley,531.456,6.92,710,Penguin Group (USA) LLC,564,big five,128
294.144,294.144,3.47,genre fiction,1470.72,Knopf,882.432,11.49,711,Random House LLC,775,big five,128
230.656,230.656,4.55,genre fiction,1153.28,Harper,691.968,9.01,713,HarperCollins Publishers,849,big five,128
168.656,168.656,3.98,genre fiction,843.28,Grand Central Publishing,505.968,6.64,714,Hachette Book Group,668,big five,127
279.146,279.146,4.25,genre fiction,1395.73,Putnam Adult,837.438,10.99,716,Penguin Group (USA) LLC,16,big five,127
239.75,239.75,4.64,genre fiction,1198.75,HarperCollins,719.25,9.59,724,HarperCollins Publishers,85,big five,125
225.5,225.5,4.43,genre fiction,1127.5,Delacorte Press,676.5,9.02,725,Random House LLC,992,big five,125
24.354,24.354,3.92,genre fiction,121.77,Ballantine Books,73.062,0.99,736,Random House LLC,27,big five,123
194.956,194.956,4.52,genre fiction,974.78,Bantam,584.868,7.99,737,Random House LLC,707,big five,122
24.156,24.156,3.25,genre fiction,120.78,Pocket Star,72.468,0.99,738,Simon and Schuster Digital Sales Inc,20,big five,122
219.356,219.356,4.46,genre fiction,1096.78,Ballantine Books,658.068,8.99,739,Random House LLC,2378,big five,122
193.358,193.358,4.46,genre fiction,966.79,Bantam,580.074,7.99,741,Random House LLC,680,big five,121
186.098,186.098,4.17,genre fiction,930.49,Signet,558.294,7.69,743,Penguin Group (USA) LLC,496,big five,121
190.162,190.162,4.13,genre fiction,950.81,Random House Trade Paperbacks,570.486,7.99,751,Random House LLC,1177,big five,119
182.546,182.546,4.53,nonfiction,912.73,Crown,547.638,7.67,753,Random House LLC,2658,big five,119
142.562,142.562,4.76,genre fiction,712.81,Signet,427.686,5.99,760,Penguin Group (USA) LLC,34,big five,119
142.562,142.562,3.77,genre fiction,712.81,Tor Books,427.686,5.99,762,Macmillan,582,big five,119
237.762,237.762,4.67,nonfiction,1188.81,"Little, Brown and Company",713.286,9.99,765,Hachette Book Group,732,big five,119
23.562,23.562,4.37,genre fiction,117.81,Entangled: Indulgence,70.686,0.99,772,Macmillan,48,big five,119
183.022,183.022,4.34,genre fiction,915.11,Delacorte Press,549.066,7.69,775,Random House LLC,742,big five,119
128.044,128.044,4.45,nonfiction,640.22,William Morrow,384.132,5.38,779,HarperCollins Publishers,3620,big five,119
261.562,261.562,4.22,genre fiction,1307.81,Doubleday,784.686,10.99,781,Random House LLC,9,big five,119
71.162,71.162,3.68,nonfiction,355.81,Gallery Books,213.486,2.99,786,Simon and Schuster Digital Sales Inc,342,big five,119
190.162,190.162,4.86,nonfiction,950.81,Thomas Nelson,570.486,7.99,787,HarperCollins Christian Publishing,4820,big five,119
172.516,172.516,4.34,genre fiction,862.58,Harper,517.548,7.31,792,HarperCollins Publishers,2150,big five,118
172.516,172.516,4.47,genre fiction,862.58,Razorbill,517.548,7.31,794,Penguin Group (USA) LLC,368,big five,118
212.164,212.164,4.11,fiction,1060.82,Harper,636.492,8.99,797,HarperCollins Publishers,732,big five,118
264.084,264.084,4.52,genre fiction,1320.42,Harper,792.252,11.19,800,HarperCollins Publishers,268,big five,118
152.22,152.22,4.34,genre fiction,761.1,Pocket Books,456.66,6.45,802,Simon and Schuster Digital Sales Inc,61,big five,118
23.364,23.364,4.24,genre fiction,116.82,Loveswept,70.092,0.99,804,Random House LLC,259,big five,118
164.964,164.964,4.37,genre fiction,824.82,Grand Central Publishing,494.892,6.99,804,Hachette Book Group,1694,big five,118
212.164,212.164,4.25,nonfiction,1060.82,Vintage,636.492,8.99,805,Random House LLC,2210,big five,118
141.364,141.364,0,genre fiction,706.82,Berkley,424.092,5.99,808,Penguin Group (USA) LLC,0,big five,118
100.536,100.536,5,nonfiction,502.68,Zondervan,301.608,4.26,809,HarperCollins Publishing,1,big five,118
226.324,226.324,4.46,nonfiction,1131.62,Celebra,678.972,9.59,810,Penguin Group (USA) LLC,47,big five,118
46.964,46.964,4.15,fiction,234.82,Atria Books,140.892,1.99,810,Simon and Schuster Digital Sales Inc,459,big five,118
336.064,336.064,4.39,genre fiction,1680.32,Dutton Adult,1008.192,14.24,811,Penguin Group (USA) LLC,3518,big five,118
225.616,225.616,4.42,genre fiction,1128.08,Touchstone,676.848,9.56,813,Simon and Schuster Digital Sales Inc,2485,big five,118
164.964,164.964,4.03,nonfiction,824.82,Random House,494.892,6.99,818,Random House LLC,2830,big five,118
188.564,188.564,3.8,fiction,942.82,Penguin Books,565.692,7.99,820,Penguin Group (USA) LLC,26,big five,118
186.966,186.966,4.42,fiction,934.83,Anchor,560.898,7.99,827,Random House LLC,2182,big five,117
46.566,46.566,4.56,genre fiction,232.83,Harper Voyager,139.698,1.99,832,HarperCollins Publishers,39,big five,117
171.054,171.054,4.28,genre fiction,855.27,Delacorte Press,513.162,7.31,836,Random House LLC,732,big five,117
140.166,140.166,4.2,nonfiction,700.83,HarperCollins e-books,420.498,5.99,837,HarperCollins Publishers,3203,big five,117
337.896,337.896,0,nonfiction,1689.48,HarperBusiness,1013.688,14.44,840,HarperCollins Publishers,0,big five,117
69.966,69.966,4.64,genre fiction,349.83,Entangled: Brazen,209.898,2.99,841,Macmillan,94,big five,117
116.766,116.766,4.23,nonfiction,583.83,Reagan Arthur Books,350.298,4.99,842,Hachette Book Group,2402,big five,117
280.566,280.566,4.5,genre fiction,1402.83,Putnam Adult,841.698,11.99,844,Penguin Group (USA) LLC,10,big five,117
216.918,216.918,4.76,genre fiction,1084.59,Putnam Juvenile,650.754,9.27,846,Penguin Group (USA) LLC,401,big five,117
278.226,278.226,4.69,genre fiction,1391.13,Touchstone,834.678,11.89,854,Simon and Schuster Digital Sales Inc,62,big five,117
46.566,46.566,4.43,genre fiction,232.83,Orbit,139.698,1.99,857,Hachette Book Group,92,big five,117
159.822,159.822,4.5,genre fiction,799.11,St. Martin's Press,479.466,6.83,859,Macmillan,474,big five,117
116.766,116.766,3.98,genre fiction,583.83,Berkley,350.298,4.99,862,Penguin Group (USA) LLC,700,big five,117
178.408,178.408,3.75,genre fiction,892.04,Delacorte Press,535.224,7.69,867,Random House LLC,2865,big five,116
22.968,22.968,3.84,genre fiction,114.84,Bantam,68.904,0.99,869,Random House LLC,615,big five,116
231.768,231.768,4.56,genre fiction,1158.84,Viking Adult,695.304,9.99,871,Penguin Group (USA) LLC,541,big five,116
92.568,92.568,4.11,nonfiction,462.84,"Little, Brown and Company",277.704,3.99,871,Hachette Book Group,992,big five,116
46.168,46.168,4.29,nonfiction,230.84,Random House Trade Paperbacks,138.504,1.99,873,Random House LLC,171,big five,116
154.048,154.048,3.72,genre fiction,770.24,Grand Central Publishing,462.144,6.64,879,Hachette Book Group,496,big five,116
162.168,162.168,4.48,nonfiction,810.84,Simon & Schuster,486.504,6.99,886,Simon and Schuster Digital Sales Inc,3218,big five,116
301.368,301.368,4.48,genre fiction,1506.84,Scribner,904.104,12.99,894,Simon and Schuster Digital Sales Inc,124,big five,116
231.768,231.768,4.49,genre fiction,1158.84,Scribner,695.304,9.99,900,Simon and Schuster Digital Sales Inc,5675,big five,116
185.368,185.368,3.75,genre fiction,926.84,Delacorte Press,556.104,7.99,900,Random House LLC,860,big five,116
273.47,273.47,0,genre fiction,1367.35,Touchstone,820.41,11.89,904,Simon and Schuster Digital Sales Inc,0,big five,115
206.77,206.77,4.52,genre fiction,1033.85,Harper,620.31,8.99,909,HarperCollins Publishers,2280,big five,115
68.77,68.77,4.54,nonfiction,343.85,William Morrow,206.31,2.99,913,HarperCollins Publishers,211,big five,115
252.77,252.77,4.58,nonfiction,1263.85,Spiegel & Grau,758.31,10.99,914,Random House LLC,413,big five,115
160.77,160.77,4.49,genre fiction,803.85,DAW,482.31,6.99,920,Penguin Group (USA) LLC,2357,big five,115
186.07,186.07,4.6,genre fiction,930.35,Putnam Juvenile,558.21,8.09,921,Penguin Group (USA) LLC,581,big five,115
253.92,253.92,4.7,nonfiction,1269.6,HarperWave,761.76,11.04,926,HarperCollins Publishers,17,big five,115
176.87,176.87,4.14,genre fiction,884.35,Delacorte Press,530.61,7.69,927,Random House LLC,1016,big five,115
114.77,114.77,4.71,nonfiction,573.85,Simon & Schuster,344.31,4.99,931,Simon and Schuster Digital Sales Inc,1919,big five,115
114.77,114.77,4.68,genre fiction,573.85,Tor Books,344.31,4.99,933,Macmillan,1419,big five,115
273.372,273.372,4.38,fiction,1366.86,Riverhead,820.116,11.99,939,Penguin Group (USA) LLC,268,big five,114
273.372,273.372,0,genre fiction,1366.86,Delacorte Press,820.116,11.99,941,Random House LLC,0,big five,114
175.332,175.332,4.32,genre fiction,876.66,Delacorte Press,525.996,7.69,950,Random House LLC,692,big five,114
113.772,113.772,4.35,genre fiction,568.86,Sarah Crichton Books,341.316,4.99,952,Macmillan,2766,big five,114
45.372,45.372,4.2,children,226.86,HarperCollins,136.116,1.99,956,HarperCollins Publishers,1505,big five,114
175.332,175.332,4.58,genre fiction,876.66,Razorbill,525.996,7.69,957,Penguin Group (USA) LLC,453,big five,114
273.372,273.372,3.52,nonfiction,1366.86,The Penguin Press,820.116,11.99,960,Penguin Group (USA) LLC,17,big five,114
113.772,113.772,4.21,genre fiction,568.86,Anchor,341.316,4.99,963,Random House LLC,3069,big five,114
171.228,171.228,4.43,genre fiction,856.14,Ace,513.684,7.51,967,Penguin Group (USA) LLC,1752,big five,114
68.172,68.172,3.55,genre fiction,340.86,Scribner,204.516,2.99,968,Simon and Schuster Digital Sales Inc,1124,big five,114
168.948,168.948,3.76,genre fiction,844.74,FSG Originals,506.844,7.41,969,Macmillan,30,big five,114
155.724,155.724,3.96,genre fiction,778.62,Pocket Books,467.172,6.83,971,Simon and Schuster Digital Sales Inc,109,big five,114
182.172,182.172,4.3,genre fiction,910.86,Delacorte Press,546.516,7.99,971,Random House LLC,740,big five,114
149.34,149.34,4.58,nonfiction,746.7,Sarah Crichton Books,448.02,6.55,973,Macmillan,866,big five,114
244.08,244.08,0,genre fiction,1220.4,HarperTeen,732.24,10.8,977,HarperCollins Publishers,0,big five,113
180.574,180.574,4,genre fiction,902.87,Grand Central Publishing,541.722,7.99,981,Hachette Book Group,510,big five,113
248.374,248.374,4.56,nonfiction,1241.87,Doubleday,745.122,10.99,988,Random House LLC,676,big five,113
33.9,33.9,4.62,genre fiction,169.5,Witness Impulse,101.7,1.5,992,HarperCollins Publishers,64,big five,113
90.174,90.174,4.37,genre fiction,450.87,Atria/Emily Bestler Books,270.522,3.99,993,Simon and Schuster Digital Sales Inc,1033,big five,113
277.754,277.754,4.22,genre fiction,1388.77,Ecco,833.262,12.29,993,HarperCollins Publishers,9,big five,113
172.89,172.89,4.5,genre fiction,864.45,Signet,518.67,7.65,997,Penguin Group (USA) LLC,863,big five,113
265.55,265.55,4.34,nonfiction,1327.75,Ballantine Books,796.65,11.75,1000,Random House LLC,612,big five,113
156.392,156.392,4.58,genre fiction,781.96,Dell,469.176,6.92,1001,Random House LLC,803,big five,113
194.134,194.134,4.36,nonfiction,970.67,Penguin Books,582.402,8.59,1005,Penguin Group (USA) LLC,1063,big five,113
203.174,203.174,4.01,genre fiction,1015.87,"Little, Brown and Company",609.522,8.99,1006,Hachette Book Group,444,big five,113
169.274,169.274,4,genre fiction,846.37,Signet,507.822,7.49,1006,Penguin Group (USA) LLC,2983,big five,113
44.974,44.974,4.69,genre fiction,224.87,HarperCollins e-books,134.922,1.99,1010,HarperCollins Publishers,380,big five,113
198.428,198.428,3.51,nonfiction,992.14,Simon & Schuster,595.284,8.78,1011,Simon and Schuster Digital Sales Inc,94,big five,113
167.776,167.776,4.4,nonfiction,838.88,Henry Holt and Co.,503.328,7.49,1015,Macmillan,5408,big five,112
66.976,66.976,4.57,nonfiction,334.88,Hyperion,200.928,2.99,1022,Hachette Book Group,246,big five,112
178.976,178.976,4.18,genre fiction,894.88,Simon & Schuster,536.928,7.99,1024,Simon and Schuster Digital Sales Inc,1949,big five,112
134.176,134.176,4.24,nonfiction,670.88,HarperCollins e-books,402.528,5.99,1027,HarperCollins Publishers,2136,big five,112
178.976,178.976,4.21,genre fiction,894.88,Delacorte Press,536.928,7.99,1032,Random House LLC,674,big five,112
265.216,265.216,0,genre fiction,1326.08,Bantam,795.648,11.84,1033,Random House LLC,0,big five,112
246.176,246.176,0,genre fiction,1230.88,Putnam Adult,738.528,10.99,1037,Penguin Group (USA) LLC,0,big five,112
111.776,111.776,4.3,genre fiction,558.88,Bantam,335.328,4.99,1042,Random House LLC,953,big five,112
167.776,167.776,4.02,genre fiction,838.88,Speak,503.328,7.49,1043,Penguin Group (USA) LLC,1470,big five,112
66.976,66.976,0,genre fiction,334.88,Avon Impulse,200.928,2.99,1044,HarperCollins Publishers,0,big five,112
89.376,89.376,4.12,nonfiction,446.88,"Little, Brown and Company",268.128,3.99,1046,Hachette Book Group,1575,big five,112
44.576,44.576,4.46,genre fiction,222.88,Touchstone,133.728,1.99,1049,Simon and Schuster Digital Sales Inc,60,big five,112
66.976,66.976,4.31,genre fiction,334.88,Minotaur Books,200.928,2.99,1050,Macmillan,710,big five,112
44.576,44.576,4.38,genre fiction,222.88,Orbit,133.728,1.99,1050,Hachette Book Group,190,big five,112
266.178,266.178,4.4,nonfiction,1330.89,Blue Rider Press,798.534,11.99,1053,Penguin Group (USA) LLC,86,big five,111
262.848,262.848,0,genre fiction,1314.24,Bantam,788.544,11.84,1062,Random House LLC,0,big five,111
44.178,44.178,4.57,nonfiction,220.89,FaithWords,132.534,1.99,1066,Hachette Book Group,40,big five,111
266.178,266.178,4,genre fiction,1330.89,Riverhead,798.534,11.99,1066,Penguin Group (USA) LLC,14,big five,111
245.088,245.088,0,genre fiction,1225.44,Thomas Dunne Books,735.264,11.04,1068,Macmillan,0,big five,111
127.428,127.428,4.74,nonfiction,637.14,William Morrow,382.284,5.74,1074,HarperCollins Publishers,814,big five,111
171.606,171.606,4.21,genre fiction,858.03,"Little, Brown and Company",514.818,7.73,1075,Hachette Book Group,1396,big five,111
